,enrollee_id,city_development_index,experience,company_size,last_new_job,training_hours,target
9201,22384,0.92,1,0,1,73,0.0
9202,13134,0.92,21,5,1,46,0.0
9207,5919,0.91,3,2,2,139,1.0
9208,14744,0.926,11,2,1,77,0.0
9209,15509,0.926,10,3,5,46,0.0
9211,31490,0.624,6,2,1,101,0.0
9213,9294,0.742,10,3,1,7,0.0
9214,27292,0.92,3,0,1,23,0.0
9218,23114,0.92,21,3,2,92,0.0
9219,28105,0.518,6,3,1,19,0.0
9220,20284,0.92,21,7,2,54,0.0
9222,16012,0.843,18,3,1,28,0.0
9223,26007,0.92,6,2,1,19,0.0
9224,3930,0.92,6,7,2,24,0.0
9226,15007,0.804,21,6,5,12,0.0
9228,22334,0.925,6,5,1,4,0.0
9229,488,0.92,8,7,3,32,0.0
9231,21863,0.762,10,3,5,97,0.0
9232,10133,0.92,6,4,2,74,0.0
9233,10346,0.92,21,3,1,32,0.0
9234,11908,0.92,21,2,3,110,1.0
9238,22847,0.887,10,3,1,160,0.0
9239,12930,0.754,17,2,4,83,1.0
9240,27325,0.91,1,6,1,34,0.0
9242,16538,0.802,11,3,2,32,0.0
9243,18930,0.92,7,2,1,17,0.0
9245,11366,0.698,4,3,2,124,0.0
9246,17727,0.92,21,7,5,48,0.0
9247,21109,0.92,11,7,5,152,0.0
9248,3321,0.91,21,7,5,8,0.0
9249,30422,0.775,21,6,1,44,0.0
9250,7818,0.926,20,3,5,78,0.0
9251,18567,0.939,3,7,1,41,0.0
9252,30762,0.624,1,0,1,182,1.0
9253,6683,0.624,10,7,5,8,0.0
9254,15386,0.624,0,2,2,43,0.0
9255,4220,0.92,6,1,4,23,1.0
9257,4467,0.624,5,1,1,91,1.0
9258,28922,0.924,9,3,4,7,0.0
9260,28896,0.924,9,2,0,8,0.0
9263,30059,0.624,6,7,2,155,0.0
9264,27316,0.92,21,3,3,2,0.0
9265,19874,0.92,2,4,1,61,0.0
9266,31866,0.92,8,7,2,216,0.0
9267,4795,0.92,21,7,1,52,0.0
9268,32532,0.926,15,1,2,35,0.0
9271,26618,0.556,2,7,1,69,1.0
9272,13765,0.926,10,0,1,26,0.0
9273,7889,0.899,21,0,5,18,0.0
9274,25071,0.855,11,2,1,150,0.0
9277,32040,0.92,5,3,1,79,1.0
9278,28809,0.92,10,3,0,64,0.0
9280,29487,0.92,21,0,1,91,0.0
9281,33152,0.624,3,3,1,11,0.0
9283,30097,0.926,21,6,5,26,0.0
9284,20246,0.91,5,2,1,36,0.0
9285,23115,0.624,6,7,1,104,1.0
9288,6187,0.855,4,5,1,22,0.0
9289,24438,0.624,7,3,5,126,0.0
9290,21254,0.92,21,3,1,52,0.0
9292,1623,0.92,10,5,5,204,0.0
9293,24906,0.738,19,2,5,18,0.0
9294,4342,0.915,2,0,1,202,0.0
9296,8096,0.878,5,2,4,69,0.0
9297,7649,0.7659999999999999,4,2,2,92,1.0
9298,12103,0.743,18,5,5,25,0.0
9299,5723,0.6659999999999999,8,4,1,85,0.0
9301,11551,0.804,7,2,2,268,0.0
9303,32127,0.91,2,7,1,48,0.0
9306,24588,0.647,3,7,1,77,0.0
9307,2193,0.624,17,2,1,78,1.0
9309,14489,0.897,9,7,1,72,0.0
9310,23011,0.92,12,2,1,58,0.0
9311,13029,0.92,10,3,4,117,0.0
9312,17815,0.91,21,0,2,163,1.0
9313,19877,0.926,15,4,1,28,0.0
9315,20209,0.91,6,0,2,151,0.0
9316,4043,0.92,3,5,3,26,0.0
9317,32063,0.926,21,3,5,18,0.0
9319,25335,0.92,21,7,1,102,0.0
9321,12618,0.55,6,2,1,10,0.0
9322,16066,0.92,15,2,1,35,0.0
9323,12911,0.878,14,5,2,61,0.0
9325,20049,0.92,8,3,5,106,0.0
9326,5848,0.804,0,3,2,248,1.0
9328,20982,0.923,4,1,1,35,0.0
9330,564,0.624,7,0,1,111,1.0
9331,26610,0.92,21,5,4,104,0.0
9332,33,0.754,4,5,2,24,0.0
9333,28424,0.92,18,2,5,158,0.0
9334,29443,0.897,21,4,1,32,0.0
9335,12950,0.91,7,1,1,11,0.0
9336,14498,0.624,7,4,2,2,1.0
9338,26820,0.92,10,3,5,33,0.0
9340,6565,0.624,21,5,2,56,1.0
9341,26331,0.624,11,2,1,67,1.0
9343,245,0.92,14,7,5,18,0.0
9344,20087,0.698,5,0,1,7,0.0
9345,27919,0.802,5,2,1,46,0.0
9347,13850,0.949,21,2,5,49,0.0
9348,24460,0.743,6,2,2,180,0.0
9349,14915,0.91,7,1,3,33,1.0
9350,4457,0.698,10,3,5,40,0.0
9351,1848,0.624,9,7,4,36,1.0
9353,21306,0.92,21,7,1,17,0.0
9354,24151,0.527,20,1,1,64,1.0
9355,1322,0.92,3,2,0,28,1.0
9356,23419,0.897,9,0,1,12,0.0
9359,30274,0.92,1,0,0,156,0.0
9360,22800,0.8270000000000001,4,2,1,18,1.0
9361,25809,0.92,18,5,4,23,0.0
9364,23399,0.866,6,0,0,11,0.0
9365,23600,0.939,18,2,1,56,0.0
9366,11461,0.926,16,7,5,26,0.0
9367,27968,0.8270000000000001,7,0,4,16,0.0
9368,27499,0.92,4,4,1,20,0.0
9369,6266,0.92,14,7,1,152,0.0
9371,5474,0.743,21,7,5,192,0.0
9372,21569,0.6659999999999999,8,0,5,192,0.0
9373,12448,0.897,5,0,2,38,0.0
9374,28142,0.624,9,4,5,12,0.0
9376,1949,0.6890000000000001,17,1,2,119,0.0
9377,1288,0.804,2,3,1,40,0.0
9378,5445,0.527,2,2,2,81,1.0
9379,9856,0.836,21,7,5,10,1.0
9382,9919,0.926,7,5,1,70,0.0
9384,22004,0.92,4,2,1,12,0.0
9386,20518,0.624,0,1,1,17,1.0
9387,32189,0.624,8,3,0,66,1.0
9389,6540,0.698,3,3,1,3,0.0
9390,33101,0.7759999999999999,10,4,5,32,0.0
9391,30753,0.624,1,7,1,60,1.0
9392,5892,0.843,6,0,1,24,1.0
9393,14911,0.866,7,3,2,10,0.0
9394,32275,0.843,9,1,3,86,0.0
9397,5356,0.926,6,0,1,144,0.0
9398,11799,0.91,4,0,2,55,0.0
9399,14450,0.624,15,7,2,96,1.0
9401,9709,0.92,10,3,1,10,0.0
9403,9481,0.92,9,1,4,12,0.0
9405,27329,0.92,21,2,1,30,0.0
9408,26208,0.92,10,0,2,41,0.0
9409,30952,0.91,3,5,5,84,0.0
9411,33274,0.698,10,2,4,43,0.0
9412,9334,0.866,11,1,1,37,0.0
9413,17022,0.92,3,2,1,7,0.0
9414,13351,0.624,11,0,1,226,0.0
9415,1913,0.698,17,2,5,20,0.0
9416,14385,0.624,1,1,1,80,1.0
9417,20609,0.926,8,5,5,19,0.0
9420,17627,0.91,8,5,5,55,0.0
9421,30304,0.6659999999999999,21,3,1,42,0.0
9422,23017,0.923,5,2,2,70,1.0
9424,16412,0.926,9,3,1,5,0.0
9426,16662,0.754,7,3,1,100,0.0
9427,18228,0.762,6,3,1,100,0.0
9428,29834,0.624,7,7,3,204,1.0
9429,20749,0.6659999999999999,7,3,2,68,0.0
9430,21053,0.92,21,7,2,11,0.0
9431,26234,0.926,3,1,1,28,1.0
9432,24824,0.915,10,5,2,41,0.0
9434,32009,0.878,7,1,1,37,1.0
9435,12717,0.804,4,5,2,130,0.0
9436,6500,0.698,5,0,1,108,0.0
9437,13099,0.884,16,2,2,26,1.0
9438,4540,0.7659999999999999,4,3,2,152,0.0
9439,22670,0.55,1,2,1,87,0.0
9440,8994,0.92,4,3,1,33,0.0
9441,20127,0.92,20,7,5,28,0.0
9442,18887,0.856,12,2,0,62,0.0
9444,15935,0.92,10,2,1,41,0.0
9445,27087,0.866,21,6,1,42,0.0
9447,27900,0.855,5,7,2,28,1.0
9448,29207,0.92,11,5,5,51,0.0
9450,25513,0.92,11,4,5,161,0.0
9451,29362,0.92,21,7,4,90,0.0
9452,3261,0.878,13,3,1,31,0.0
9456,13970,0.754,9,5,5,109,0.0
9457,5896,0.6890000000000001,19,1,1,11,0.0
9461,31074,0.556,6,3,1,46,0.0
9462,459,0.926,11,5,1,12,0.0
9464,11050,0.836,0,3,1,56,0.0
9465,8186,0.624,3,3,2,163,1.0
9466,73,0.762,16,7,2,53,0.0
9468,11446,0.624,7,5,2,25,1.0
9469,22172,0.913,21,5,5,12,0.0
9471,30157,0.767,6,2,2,79,0.0
9472,16021,0.754,6,2,1,121,0.0
9474,26189,0.624,3,2,2,50,0.0
9476,10675,0.5579999999999999,5,3,1,15,1.0
9478,18619,0.8959999999999999,3,2,1,92,0.0
9480,9660,0.855,6,7,1,8,0.0
9481,30307,0.91,17,7,5,31,0.0
9482,16120,0.92,4,2,1,96,0.0
9483,28382,0.878,17,3,2,218,0.0
9484,29447,0.939,21,3,5,46,0.0
9485,26412,0.92,20,7,5,76,0.0
9486,9193,0.624,0,4,1,32,1.0
9487,13632,0.754,21,3,5,37,0.0
9488,5184,0.579,2,3,1,16,1.0
9489,1065,0.897,6,3,1,34,1.0
9490,9988,0.92,21,4,5,30,1.0
9491,15966,0.92,8,2,2,20,0.0
9492,26777,0.804,8,4,5,76,0.0
9493,1881,0.624,3,0,3,44,0.0
9495,19228,0.92,5,7,4,25,0.0
9497,21576,0.624,4,2,4,11,0.0
9498,26023,0.91,10,0,1,94,0.0
9499,32890,0.92,13,3,1,53,0.0
9501,18093,0.92,10,7,2,58,0.0
9503,7952,0.624,6,7,1,15,1.0
9504,27243,0.579,9,3,2,97,1.0
9507,29898,0.926,11,4,1,74,0.0
9508,24227,0.897,15,5,3,45,1.0
9510,25968,0.556,10,3,1,57,1.0
9512,6285,0.92,5,2,1,133,0.0
9513,30060,0.624,10,3,0,126,1.0
9517,30984,0.92,21,7,2,34,0.0
9520,29685,0.727,12,3,4,22,0.0
9521,13165,0.92,14,2,5,22,0.0
9522,8952,0.624,4,2,1,23,1.0
9523,19775,0.926,17,3,2,76,0.0
9527,3985,0.91,4,1,1,13,0.0
9529,23104,0.949,14,4,4,5,0.0
9530,1008,0.91,15,7,1,7,0.0
9531,26910,0.624,5,4,1,24,1.0
9532,1561,0.92,21,7,5,79,1.0
9533,3209,0.949,10,2,2,62,0.0
9534,16617,0.91,2,2,1,20,0.0
9537,13494,0.91,8,3,1,33,0.0
9538,32135,0.897,21,7,5,298,0.0
9539,2032,0.55,7,3,2,117,1.0
9541,204,0.92,3,7,1,23,0.0
9542,24007,0.682,21,3,2,76,0.0
9544,29958,0.903,21,5,2,86,0.0
9546,28790,0.91,14,7,1,158,0.0
9547,500,0.899,21,3,1,33,0.0
9548,10929,0.926,9,2,1,37,0.0
9549,2758,0.843,13,0,0,60,0.0
9550,5863,0.55,5,1,4,9,1.0
9552,4409,0.939,21,0,1,11,0.0
9554,30616,0.92,13,0,1,127,0.0
9555,30823,0.8959999999999999,4,1,1,23,0.0
9558,11943,0.624,10,5,2,18,1.0
9559,21680,0.848,4,5,1,57,1.0
9560,7857,0.624,10,3,5,23,1.0
9561,4483,0.92,14,0,1,68,0.0
9562,13490,0.926,19,1,1,12,1.0
9564,28087,0.899,7,0,1,63,0.0
9565,10768,0.924,21,5,1,44,0.0
9567,25759,0.92,21,7,5,40,0.0
9568,12427,0.624,5,2,0,23,0.0
9570,16403,0.624,2,1,1,24,0.0
9571,28768,0.624,7,2,2,29,0.0
9572,19622,0.884,12,2,5,2,0.0
9573,13367,0.794,14,0,5,33,0.0
9575,14927,0.527,2,1,1,88,0.0
9576,31480,0.91,14,2,3,56,0.0
9577,930,0.926,9,0,1,19,0.0
9578,21413,0.897,10,2,1,17,0.0
9579,25887,0.698,6,4,0,254,0.0
9580,17514,0.92,5,7,5,6,0.0
9582,13584,0.926,21,0,4,57,0.0
9583,27845,0.926,21,7,1,66,0.0
9585,12012,0.55,4,2,1,110,1.0
9586,16436,0.855,11,2,4,78,1.0
9587,5378,0.92,21,3,1,126,0.0
9588,3187,0.893,21,3,5,16,0.0
9589,6761,0.579,16,2,5,168,1.0
9590,32171,0.92,18,1,2,47,0.0
9593,5036,0.884,11,1,1,138,0.0
9594,31671,0.698,21,3,1,30,0.0
9595,7434,0.939,15,4,1,44,0.0
9597,28777,0.926,3,2,2,134,0.0
9598,8950,0.939,21,2,2,163,0.0
9600,32575,0.913,11,1,1,45,0.0
9601,4193,0.887,10,1,2,218,0.0
9602,5198,0.624,5,1,2,52,1.0
9603,13229,0.92,21,7,5,72,0.0
9604,2786,0.92,7,0,1,28,0.0
9606,26785,0.836,11,2,0,28,0.0
9607,7930,0.698,14,2,0,6,0.0
9608,30292,0.579,6,3,1,8,0.0
9609,15034,0.91,4,5,1,44,0.0
9611,5903,0.624,15,6,3,67,1.0
9614,26323,0.92,0,5,5,130,0.0
9615,29517,0.836,11,3,0,30,0.0
9616,27358,0.624,4,3,0,85,1.0
9618,8476,0.5579999999999999,1,2,1,33,0.0
9619,24323,0.624,3,2,1,61,1.0
9622,28429,0.92,21,2,1,35,0.0
9623,16186,0.926,10,7,2,50,0.0
9624,22667,0.91,21,5,5,64,0.0
9625,30919,0.74,21,3,3,65,0.0
9627,16056,0.7390000000000001,8,1,1,119,0.0
9628,19565,0.624,8,3,3,84,1.0
9629,24338,0.624,4,5,1,74,0.0
9631,13652,0.913,14,3,1,6,0.0
9632,23612,0.926,5,1,1,53,0.0
9633,23248,0.92,5,3,2,90,0.0
9635,14613,0.91,3,7,2,56,0.0
9637,24148,0.624,8,3,1,52,1.0
9639,28926,0.92,5,7,5,12,0.0
9640,18048,0.848,6,2,2,67,0.0
9642,8604,0.92,14,7,5,43,0.0
9644,23889,0.92,1,7,1,72,0.0
9646,19484,0.897,2,1,2,30,0.0
9648,832,0.899,9,5,5,22,1.0
9649,6240,0.926,18,3,5,61,0.0
9650,44,0.897,21,4,1,145,0.0
9652,27660,0.926,11,3,2,30,1.0
9653,25643,0.624,8,3,1,96,0.0
9654,26913,0.866,6,0,1,108,0.0
9656,15969,0.794,5,0,1,91,0.0
9657,32081,0.899,18,2,1,20,0.0
9658,17972,0.7759999999999999,6,0,2,54,0.0
9660,30203,0.624,4,2,1,22,0.0
9661,30978,0.921,13,0,1,150,0.0
9663,7479,0.92,10,2,1,32,0.0
9665,9901,0.649,1,1,0,19,0.0
9666,11411,0.939,4,5,2,44,0.0
9667,7790,0.91,9,2,1,9,0.0
9668,10733,0.624,4,2,1,3,1.0
9669,8438,0.92,7,6,1,41,1.0
9670,3748,0.92,7,0,1,116,0.0
9672,7480,0.939,21,3,1,64,0.0
9674,23315,0.92,1,4,0,95,1.0
9675,28880,0.624,1,7,1,42,0.0
9676,21571,0.698,21,0,5,70,0.0
9679,26204,0.913,19,6,5,9,0.0
9680,26699,0.926,10,0,1,107,1.0
9681,5993,0.698,16,3,5,74,0.0
9682,11656,0.624,13,5,5,56,1.0
9683,24939,0.624,3,3,2,56,1.0
9684,3040,0.92,4,4,2,17,0.0
9687,17739,0.624,0,1,1,22,0.0
9688,24758,0.804,16,2,5,52,0.0
9689,20491,0.624,6,3,1,16,1.0
9690,28749,0.92,3,3,1,82,0.0
9692,2881,0.804,6,4,2,90,0.0
9693,2514,0.8959999999999999,8,0,3,39,0.0
9694,31605,0.92,21,6,5,31,0.0
9695,3608,0.92,21,6,5,40,0.0
9696,8850,0.92,7,6,4,51,0.0
9698,336,0.754,4,1,1,96,0.0
9699,7338,0.939,20,3,5,82,0.0
9700,28107,0.92,16,2,1,155,0.0
9702,9524,0.64,6,3,1,10,0.0
9703,26392,0.92,11,0,1,24,0.0
9704,31766,0.624,2,1,1,34,1.0
9706,27254,0.924,11,0,3,40,0.0
9707,30225,0.91,21,2,3,167,1.0
9708,1835,0.939,19,2,2,26,0.0
9709,31695,0.92,21,7,5,81,0.0
9710,30704,0.92,15,1,5,30,0.0
9711,17000,0.92,19,2,5,101,0.0
9712,14378,0.624,0,4,1,22,1.0
9714,11194,0.92,8,3,2,314,0.0
9715,390,0.92,9,5,0,28,0.0
9716,11863,0.92,16,5,1,30,0.0
9717,22002,0.92,14,0,2,110,0.0
9718,18687,0.91,13,5,5,182,0.0
9722,22299,0.926,21,1,5,70,0.0
9723,25200,0.624,7,7,1,118,0.0
9724,1389,0.91,21,2,5,55,0.0
9726,30160,0.92,2,1,0,168,0.0
9728,26558,0.624,6,7,3,68,1.0
9730,31778,0.92,15,3,5,32,0.0
9731,15044,0.92,13,5,2,14,0.0
9732,3705,0.769,14,6,2,36,0.0
9734,31680,0.926,11,2,3,90,0.0
9736,2142,0.698,5,0,1,44,0.0
9737,14745,0.624,6,1,1,29,0.0
9738,6887,0.624,10,7,1,24,0.0
9739,11834,0.926,15,1,5,73,0.0
9741,29029,0.804,2,3,1,31,0.0
9742,29032,0.91,12,1,3,10,0.0
9743,23323,0.92,21,7,5,37,0.0
9746,7047,0.624,8,4,1,70,1.0
9748,26734,0.893,8,1,1,23,0.0
9749,22833,0.8959999999999999,5,2,1,95,0.0
9750,26507,0.92,21,5,4,6,0.0
9751,10744,0.887,21,2,4,80,0.0
9753,13950,0.92,21,5,5,30,1.0
9754,30716,0.92,17,1,2,36,0.0
9756,28034,0.899,3,0,1,8,0.0
9759,28746,0.92,6,2,1,45,0.0
9760,29384,0.6659999999999999,21,0,5,94,0.0
9761,21262,0.7659999999999999,9,7,1,158,0.0
9764,768,0.893,21,3,5,22,0.0
9766,26111,0.92,8,7,1,21,0.0
9767,29292,0.897,14,3,1,16,0.0
9769,1458,0.923,9,7,5,6,1.0
9771,20197,0.92,10,2,1,83,0.0
9772,8025,0.89,12,5,1,46,0.0
9777,22953,0.92,10,1,5,150,0.0
9778,10841,0.926,21,0,5,54,0.0
9779,12861,0.897,11,5,2,31,0.0
9780,31610,0.92,21,6,5,78,0.0
9781,5297,0.893,21,5,1,96,0.0
9782,24859,0.804,21,3,5,28,1.0
9784,11690,0.926,16,5,1,13,0.0
9785,2568,0.878,1,0,1,98,0.0
9786,12796,0.91,0,1,2,58,0.0
9787,17,0.624,13,6,4,38,0.0
9788,5773,0.624,6,7,1,55,0.0
9790,7667,0.92,4,3,2,68,0.0
9791,20025,0.92,10,7,5,23,1.0
9794,9960,0.913,17,3,5,34,0.0
9796,28152,0.92,21,1,5,278,0.0
9797,18554,0.836,9,1,1,86,0.0
9798,30402,0.926,8,2,1,20,0.0
9799,13285,0.8270000000000001,21,2,5,118,0.0
9801,6860,0.624,7,1,0,70,1.0
9802,15782,0.92,16,3,1,23,0.0
9803,7414,0.926,15,2,1,39,0.0
9806,14322,0.624,4,1,1,105,0.0
9808,8611,0.92,21,4,5,188,1.0
9809,22463,0.624,7,3,4,104,1.0
9810,9435,0.92,4,7,1,22,0.0
9811,694,0.926,8,1,5,29,0.0
9812,14095,0.6659999999999999,2,3,2,14,1.0
9813,27285,0.7390000000000001,21,0,5,12,0.0
9815,1432,0.92,14,7,1,54,0.0
9816,10286,0.926,10,3,1,4,1.0
9817,16634,0.92,21,2,3,32,0.0
9818,24070,0.92,8,2,4,33,0.0
9819,24247,0.624,3,7,0,63,0.0
9820,17874,0.763,9,3,1,68,0.0
9821,2841,0.855,21,2,1,55,0.0
9822,337,0.92,21,5,3,16,0.0
9823,3625,0.92,21,2,1,30,0.0
9824,1789,0.624,0,3,1,83,0.0
9826,12968,0.92,10,1,2,80,0.0
9827,12237,0.897,7,0,3,27,0.0
9828,31971,0.92,19,4,5,16,0.0
9829,9398,0.92,7,7,1,56,1.0
9830,7737,0.89,14,2,1,24,0.0
9831,18771,0.926,8,3,4,53,0.0
9833,17143,0.92,20,3,5,130,0.0
9838,21284,0.939,4,6,1,109,0.0
9840,6954,0.848,9,2,1,103,0.0
9841,17716,0.92,21,3,5,94,0.0
9842,29591,0.698,0,4,5,6,0.0
9843,5711,0.91,21,2,5,162,0.0
9845,3496,0.92,6,2,0,48,0.0
9846,32048,0.624,9,2,2,118,0.0
9849,3355,0.843,21,7,5,12,0.0
9850,1301,0.92,21,5,1,117,0.0
9851,2753,0.624,8,5,0,78,1.0
9852,13528,0.698,7,2,3,51,0.0
9853,22389,0.92,10,5,1,20,1.0
9856,19609,0.926,10,2,1,9,0.0
9857,26775,0.91,21,3,5,114,0.0
9860,8296,0.92,10,7,2,99,0.0
9862,31346,0.92,21,5,4,214,1.0
9863,16847,0.624,7,6,1,37,1.0
9864,25087,0.926,16,5,2,60,0.0
9865,33176,0.647,10,2,1,74,0.0
9868,27454,0.855,10,0,1,145,0.0
9869,25832,0.92,17,3,1,70,0.0
9870,1472,0.939,21,7,5,102,0.0
9871,12178,0.624,5,2,1,168,1.0
9872,13828,0.91,21,3,5,83,0.0
9873,11341,0.878,13,7,3,28,0.0
9877,20106,0.754,2,0,1,37,0.0
9878,5730,0.855,6,7,3,37,0.0
9879,4200,0.92,6,7,3,170,0.0
9880,33315,0.926,5,2,1,18,0.0
9881,3855,0.92,14,3,0,147,0.0
9882,4837,0.926,8,1,5,9,1.0
9883,24159,0.92,7,3,1,157,0.0
9884,28184,0.624,0,3,0,284,1.0
9887,30882,0.926,9,0,1,56,0.0
9890,22459,0.624,4,3,1,3,0.0
9891,11180,0.794,9,2,5,104,0.0
9892,7169,0.92,4,5,4,23,0.0
9894,6682,0.884,15,2,3,86,1.0
9895,3495,0.92,13,0,5,34,0.0
9896,6210,0.91,11,7,5,42,0.0
9897,32073,0.926,9,7,2,74,0.0
9899,19528,0.624,8,2,1,18,0.0
9900,26826,0.92,21,1,5,7,0.0
9901,3667,0.698,2,3,1,10,0.0
9902,24291,0.91,13,3,2,328,0.0
9903,5957,0.899,15,7,2,6,0.0
9904,25564,0.92,0,2,1,53,0.0
9906,6243,0.92,8,1,4,77,0.0
9909,14291,0.92,4,4,1,21,0.0
9910,26403,0.55,16,2,2,146,1.0
9912,327,0.92,2,4,1,78,1.0
9914,7997,0.55,6,1,3,56,1.0
9915,28091,0.92,21,7,4,57,0.0
9917,15334,0.915,9,7,2,68,1.0
9918,18167,0.836,13,2,3,20,0.0
9919,31341,0.899,21,5,5,94,0.0
9920,30518,0.92,10,4,1,50,0.0
9922,26766,0.913,13,2,1,42,0.0
9923,6702,0.7759999999999999,1,3,1,34,0.0
9924,2584,0.92,21,1,2,8,0.0
9925,10306,0.92,6,2,2,28,0.0
9926,5755,0.802,15,4,5,10,0.0
9927,13457,0.895,14,2,5,74,0.0
9928,22291,0.939,21,2,1,15,0.0
9929,736,0.899,21,7,5,7,1.0
9930,24085,0.624,3,1,1,11,1.0
9931,24043,0.624,5,7,0,28,1.0
9932,2237,0.893,21,3,5,25,0.0
9933,32759,0.555,6,3,2,70,1.0
9934,6753,0.897,17,4,1,18,0.0
9935,16327,0.926,6,4,0,23,0.0
9936,7429,0.92,21,5,3,86,0.0
9937,24964,0.624,2,5,1,34,1.0
9938,24832,0.92,21,7,5,50,0.0
9940,71,0.92,21,0,2,35,0.0
9941,21954,0.92,10,3,5,104,0.0
9942,5404,0.92,21,0,5,69,0.0
9946,8394,0.92,12,3,5,45,0.0
9947,19600,0.843,18,7,4,7,0.0
9948,25163,0.939,4,2,2,12,0.0
9949,200,0.92,21,3,3,11,1.0
9951,16047,0.926,9,6,1,37,0.0
9952,15828,0.92,12,1,4,50,0.0
9953,8246,0.624,14,4,1,224,0.0
9954,5986,0.624,5,4,2,62,0.0
9955,27785,0.91,2,3,1,20,0.0
9956,18969,0.893,5,0,1,23,0.0
9960,12763,0.897,9,0,3,28,0.0
9961,7963,0.624,8,6,1,57,1.0
9962,30431,0.92,10,7,5,39,0.0
9963,18176,0.925,1,4,0,13,0.0
9964,13896,0.926,7,2,2,83,0.0
9965,25441,0.92,16,7,5,90,0.0
9966,15344,0.579,2,3,2,32,0.0
9967,10312,0.92,10,7,1,55,0.0
9968,21877,0.887,13,2,2,83,0.0
9969,10725,0.624,5,1,1,92,0.0
9970,19181,0.92,3,3,1,74,0.0
9972,18091,0.92,14,3,1,11,0.0
9975,5269,0.899,16,4,4,50,0.0
9976,19105,0.926,21,5,2,59,0.0
9979,14663,0.624,0,3,2,22,1.0
9982,22333,0.925,5,4,1,75,0.0
9983,13212,0.92,16,7,3,12,0.0
9984,26201,0.92,13,4,5,182,0.0
9985,28004,0.92,9,3,2,75,0.0
9986,10180,0.92,21,3,5,29,0.0
9987,13769,0.7809999999999999,7,7,1,21,0.0
9988,5998,0.92,2,2,2,5,0.0
9991,30780,0.92,0,3,1,17,1.0
9992,4567,0.794,5,5,1,65,0.0
9996,7559,0.92,4,2,1,42,0.0
9998,3974,0.804,7,7,1,2,1.0
10003,13948,0.926,21,7,1,18,0.0
10004,15205,0.92,7,3,1,55,0.0
10006,21736,0.926,7,3,1,324,1.0
10007,19800,0.767,4,2,1,26,0.0
10008,23755,0.6890000000000001,16,1,5,140,0.0
10010,16451,0.624,6,3,0,6,1.0
10011,27190,0.92,2,3,1,80,1.0
10013,20207,0.92,20,2,5,7,0.0
10014,4749,0.897,0,2,1,64,0.0
10016,18506,0.624,1,2,1,22,0.0
10017,19715,0.624,3,2,2,34,0.0
10018,10550,0.624,10,2,0,44,1.0
10020,12075,0.92,9,3,5,78,0.0
10021,10828,0.897,11,2,2,12,0.0
10022,17948,0.92,7,7,3,28,0.0
10023,22514,0.893,10,5,5,222,0.0
10024,4,0.92,9,2,5,13,0.0
10025,18446,0.698,8,3,3,7,0.0
10026,27469,0.92,10,7,3,33,0.0
10027,32443,0.6890000000000001,5,0,1,61,0.0
10029,28786,0.924,12,0,0,50,0.0
10030,16053,0.92,21,3,5,49,0.0
10031,9847,0.92,21,2,5,51,0.0
10032,114,0.91,21,2,1,82,0.0
10033,19839,0.91,8,3,1,74,0.0
10035,26933,0.884,5,7,1,7,0.0
10037,20539,0.878,21,5,5,196,0.0
10039,10221,0.92,9,7,4,34,0.0
10042,24952,0.848,7,2,0,86,0.0
10043,17227,0.847,20,7,0,9,0.0
10044,24801,0.92,13,2,1,84,0.0
10047,13647,0.926,21,7,1,140,0.0
10049,30152,0.92,7,5,5,22,0.0
10050,2232,0.897,14,3,1,83,0.0
10052,19526,0.624,10,3,2,12,0.0
10054,31261,0.624,4,6,1,70,0.0
10055,14686,0.624,4,2,1,105,0.0
10057,20440,0.836,21,2,2,108,0.0
10058,10832,0.754,21,7,5,26,0.0
10059,19219,0.91,5,2,1,70,0.0
10061,13091,0.92,6,7,3,55,0.0
10062,17922,0.738,3,3,1,55,1.0
10065,8104,0.8270000000000001,13,5,0,15,0.0
10067,4093,0.92,19,3,2,48,0.0
10068,7325,0.939,16,2,1,139,0.0
10070,15611,0.855,14,3,1,56,0.0
10071,24160,0.624,2,1,0,59,1.0
10073,24452,0.92,6,5,1,106,0.0
10074,10592,0.83,15,1,2,16,0.0
10075,18103,0.92,14,3,2,64,0.0
10076,13304,0.624,6,3,1,51,0.0
10077,10773,0.624,2,2,0,83,0.0
10078,17772,0.624,5,7,1,21,1.0
10080,7365,0.866,9,3,5,53,0.0
10082,32852,0.887,0,2,1,59,0.0
10083,16749,0.926,16,5,5,101,0.0
10085,18453,0.802,8,3,2,22,1.0
10089,23126,0.92,21,3,1,28,0.0
10090,13681,0.926,21,1,5,21,0.0
10092,21198,0.92,16,3,5,24,0.0
10094,4351,0.92,15,7,5,37,0.0
10095,8809,0.92,21,3,5,33,0.0
10096,6970,0.887,3,1,1,12,0.0
10097,22603,0.897,0,0,1,114,0.0
10098,28169,0.92,21,5,4,69,0.0
10099,6113,0.887,21,3,2,139,0.0
10104,19318,0.92,2,7,0,34,0.0
10107,19244,0.92,21,2,5,83,0.0
10108,25784,0.92,6,1,3,26,0.0
10110,29090,0.624,10,5,1,7,0.0
10111,23664,0.7879999999999999,21,3,1,56,0.0
10113,14485,0.624,5,2,2,23,0.0
10115,19326,0.92,6,2,1,11,0.0
10116,28923,0.92,17,7,1,48,0.0
10117,12833,0.91,21,3,1,10,0.0
10118,13724,0.926,9,2,2,2,0.0
